idx,disyllable,vowels,V1,V2,prefix,infix,suffix,postV1
1407,tori, o   i  ,o,i,t,r,,ri
1408,tori, o   i  ,o,i,t,r,,ri
1410,tosi, o   i  ,o,i,t,s,,si
1411,toti, o   i  ,o,i,t,t,,ti
1412,towi, o   i  ,o,i,t,w,,wi
1603,wodi, o   i  ,o,i,w,d,,di
1611,womi, o   i  ,o,i,w,m,,mi
1621,wosi, o   i  ,o,i,w,s,,si
1622,wosi, o   i  ,o,i,w,s,,si
1623,wosim, o   i  ,o,i,w,s,m,sim
1626,woti, o   i  ,o,i,w,t,,ti
1627,woti, o   i  ,o,i,w,t,,ti
1628,woti, o   i  ,o,i,w,t,,ti
1661,yodi, o   i  ,o,i,y,d,,di
1665,yoki, o   i  ,o,i,y,k,,ki
1671,yopi, o   i  ,o,i,y,p,,pi
1672,yori, o   i  ,o,i,y,r,,ri
1675,yosi, o   i  ,o,i,y,s,,si
1676,yosi, o   i  ,o,i,y,s,,si
1680,yoti, o   i  ,o,i,y,t,,ti
119,domo, o   o  ,o,o,d,m,,mo
131,gomor, o   o  ,o,o,g,m,r,mor
132,goto, o   o  ,o,o,g,t,,to
133,goto, o   o  ,o,o,g,t,,to
134,goto, o   o  ,o,o,g,t,,to
394,kobot, o   o  ,o,o,k,b,t,bot
401,koko, o   o  ,o,o,k,k,,ko
406,komo, o   o  ,o,o,k,m,,mo
407,komor, o   o  ,o,o,k,m,r,mor
409,konom, o   o  ,o,o,k,n,m,nom
410,kopor, o   o  ,o,o,k,p,r,por
411,kopot, o   o  ,o,o,k,p,t,pot
415,koro, o   o  ,o,o,k,r,,ro
416,koro, o   o  ,o,o,k,r,,ro
417,koro, o   o  ,o,o,k,r,,ro
418,korop, o   o  ,o,o,k,r,p,rop
419,koros, o   o  ,o,o,k,r,s,ros
425,koso, o   o  ,o,o,k,s,,so
426,koso, o   o  ,o,o,k,s,,so
429,koto, o   o  ,o,o,k,t,,to
430,koto, o   o  ,o,o,k,t,,to
431,koto, o   o  ,o,o,k,t,,to
432,koto, o   o  ,o,o,k,t,,to
433,koto, o   o  ,o,o,k,t,,to
439,kozo, o   o  ,o,o,k,z,,zo
440,kozo, o   o  ,o,o,k,z,,zo
653,momo, o   o  ,o,o,m,m,,mo
654,momo, o   o  ,o,o,m,m,,mo
657,mono, o   o  ,o,o,m,n,,no
658,mono, o   o  ,o,o,m,n,,no
662,moro, o   o  ,o,o,m,r,,ro
663,moro, o   o  ,o,o,m,r,,ro
664,moro, o   o  ,o,o,m,r,,ro
669,moto, o   o  ,o,o,m,t,,to
670,moto, o   o  ,o,o,m,t,,to
808,nobor, o   o  ,o,o,n,b,r,bor
809,nogop, o   o  ,o,o,n,g,p,gop
810,noko, o   o  ,o,o,n,k,,ko
811,nokor, o   o  ,o,o,n,k,r,kor
812,nokos, o   o  ,o,o,n,k,s,kos
819,noto, o   o  ,o,o,n,t,,to
820,nozok, o   o  ,o,o,n,z,k,zok
839,obo, o   o  ,o,o,,b,,bo
844,okos, o   o  ,o,o,,k,s,kos
850,omo, o   o  ,o,o,,m,,mo
851,omo, o   o  ,o,o,,m,,mo
852,omo, o   o  ,o,o,,m,,mo
853,omop, o   o  ,o,o,,m,p,mop
854,ono, o   o  ,o,o,,n,,no
855,ono, o   o  ,o,o,,n,,no
856,opo, o   o  ,o,o,,p,,po
857,opo, o   o  ,o,o,,p,,po
858,opo, o   o  ,o,o,,p,,po
859,opop, o   o  ,o,o,,p,p,pop
860,opos, o   o  ,o,o,,p,s,pos
864,oros, o   o  ,o,o,,r,s,ros
865,oros, o   o  ,o,o,,r,s,ros
867,oso, o   o  ,o,o,,s,,so
870,oto, o   o  ,o,o,,t,,to
871,oto, o   o  ,o,o,,t,,to
872,otor, o   o  ,o,o,,t,r,tor
873,otos, o   o  ,o,o,,t,s,tos
876,oyob, o   o  ,o,o,,y,b,yob
986,podok, o   o  ,o,o,p,d,k,dok
988,poko, o   o  ,o,o,p,k,,ko
989,pokor, o   o  ,o,o,p,k,r,kor
991,pono, o   o  ,o,o,p,n,,no
994,poso, o   o  ,o,o,p,s,,so
998,poyo, o   o  ,o,o,p,y,,yo
1222,soko, o   o  ,o,o,s,k,,ko
1223,soko, o   o  ,o,o,s,k,,ko
1230,sono, o   o  ,o,o,s,n,,no
1232,sopo, o   o  ,o,o,s,p,,po
1233,sopot, o   o  ,o,o,s,p,t,pot
1236,sosok, o   o  ,o,o,s,s,k,sok
1237,sosor, o   o  ,o,o,s,s,r,sor
1239,soyo, o   o  ,o,o,s,y,,yo
1380,todo, o   o  ,o,o,t,d,,do
1386,toko, o   o  ,o,o,t,k,,ko
1387,toko, o   o  ,o,o,t,k,,ko
1388,toko, o   o  ,o,o,t,k,,ko
1395,tomo, o   o  ,o,o,t,m,,mo
1396,tomo, o   o  ,o,o,t,m,,mo
1397,tomo, o   o  ,o,o,t,m,,mo
1398,tomo, o   o  ,o,o,t,m,,mo
1399,tomo, o   o  ,o,o,t,m,,mo
1400,tomo, o   o  ,o,o,t,m,,mo
1401,tomos, o   o  ,o,o,t,m,s,mos
1402,tono, o   o  ,o,o,t,n,,no
1403,topo, o   o  ,o,o,t,p,,po
1404,topor, o   o  ,o,o,t,p,r,por
1405,topos, o   o  ,o,o,t,p,s,pos
1413,towo, o   o  ,o,o,t,w,,wo
1414,towo, o   o  ,o,o,t,w,,wo
1415,towom, o   o  ,o,o,t,w,m,wom
1417,toyo, o   o  ,o,o,t,y,,yo
1418,toyo, o   o  ,o,o,t,y,,yo
1419,toyom, o   o  ,o,o,t,y,m,yom
1604,wodor, o   o  ,o,o,w,d,r,dor
1609,woko, o   o  ,o,o,w,k,,ko
1613,wono, o   o  ,o,o,w,n,,no
1624,woso, o   o  ,o,o,w,s,,so
1629,woto, o   o  ,o,o,w,t,,to
1631,wowor, o   o  ,o,o,w,w,r,wor
1662,yodo, o   o  ,o,o,y,d,,do
1663,yodom, o   o  ,o,o,y,d,m,dom
1666,yoko, o   o  ,o,o,y,k,,ko
1667,yokos, o   o  ,o,o,y,k,s,kos
1669,yomo, o   o  ,o,o,y,m,,mo
1673,yorop, o   o  ,o,o,y,r,p,rop
1677,yoso, o   o  ,o,o,y,s,,so
1678,yosop, o   o  ,o,o,y,s,p,sop
1679,yosor, o   o  ,o,o,y,s,r,sor
1682,yoyom, o   o  ,o,o,y,y,m,yom
434,kotu, o   u  ,o,u,k,t,,tu
655,momu, o   u  ,o,u,m,m,,mu
673,mozu, o   u  ,o,u,m,z,,zu
845,oku, o   u  ,o,u,,k,,ku
846,okur, o   u  ,o,u,,k,r,kur
868,osu, o   u  ,o,u,,s,,su
874,ou, o   u  ,o,u,,,,u
995,potu, o   u  ,o,u,p,t,,tu
1227,somuk, o   u  ,o,u,s,m,k,muk
1618,wopu, o   u  ,o,u,w,p,,pu
1619,wopu, o   u  ,o,u,w,p,,pu
1625,wosu, o   u  ,o,u,w,s,,su
1630,wotu, o   u  ,o,u,w,t,,tu
408,komwi, o   wi  ,o,wi,k,m,,mwi
814,nomwi, o   wi  ,o,wi,n,m,,mwi
847,okwi, o   wi  ,o,wi,,k,,kwi
861,opwi, o   wi  ,o,wi,,p,,pwi
1606,wogwi, o   wi  ,o,wi,w,g,,gwi
1668,yokwi, o   wi  ,o,wi,y,k,,kwi
1670,yomwi, o   wi  ,o,wi,y,m,,mwi
651,mokwo, o   wo  ,o,wo,m,k,,kwo
996,potwo, o   wo  ,o,wo,p,t,,two
1389,tokwo, o   wo  ,o,wo,t,k,,kwo
120,dukap, u   a  ,u,a,d,k,p,kap
444,kuda, u   a  ,u,a,k,d,,da
445,kudak, u   a  ,u,a,k,d,k,dak
446,kudar, u   a  ,u,a,k,d,r,dar
447,kudas, u   a  ,u,a,k,d,s,das
457,kuma, u   a  ,u,a,k,m,,ma
458,kuma, u   a  ,u,a,k,m,,ma
466,kupa, u   a  ,u,a,k,p,,pa
467,kupa, u   a  ,u,a,k,p,,pa
468,kupa, u   a  ,u,a,k,p,,pa
472,kura, u   a  ,u,a,k,r,,ra
473,kura, u   a  ,u,a,k,r,,ra
474,kura, u   a  ,u,a,k,r,,ra
475,kura, u   a  ,u,a,k,r,,ra
476,kura, u   a  ,u,a,k,r,,ra
477,kurap, u   a  ,u,a,k,r,p,rap
478,kuras, u   a  ,u,a,k,r,s,ras
489,kusa, u   a  ,u,a,k,s,,sa
490,kusa, u   a  ,u,a,k,s,,sa
491,kusa, u   a  ,u,a,k,s,,sa
499,kutas, u   a  ,u,a,k,t,s,tas
500,kutat, u   a  ,u,a,k,t,t,tat
674,mudak, u   a  ,u,a,m,d,k,dak
676,muka, u   a  ,u,a,m,k,,ka
677,mukap, u   a  ,u,a,m,k,p,kap
680,muma, u   a  ,u,a,m,m,,ma
681,muna, u   a  ,u,a,m,n,,na
682,muna, u   a  ,u,a,m,n,,na
684,mura, u   a  ,u,a,m,r,,ra
697,muta, u   a  ,u,a,m,t,,ta
821,nuka, u   a  ,u,a,n,k,,ka
823,numa, u   a  ,u,a,n,m,,ma
824,nuna, u   a  ,u,a,n,n,,na
826,nuras, u   a  ,u,a,n,r,s,ras
827,nuras, u   a  ,u,a,n,r,s,ras
831,nusa, u   a  ,u,a,n,s,,sa
1000,puka, u   a  ,u,a,p,k,,ka
1003,puna, u   a  ,u,a,p,n,,na
1004,puna, u   a  ,u,a,p,n,,na
1006,pupa, u   a  ,u,a,p,p,,pa
1015,pusa, u   a  ,u,a,p,s,,sa
1016,pusap, u   a  ,u,a,p,s,p,sap
1018,puta, u   a  ,u,a,p,t,,ta
1241,sudak, u   a  ,u,a,s,d,k,dak
1242,suga, u   a  ,u,a,s,g,,ga
1251,suma, u   a  ,u,a,s,m,,ma
1252,sumap, u   a  ,u,a,s,m,p,map
1256,supa, u   a  ,u,a,s,p,,pa
1257,sura, u   a  ,u,a,s,r,,ra
1258,susa, u   a  ,u,a,s,s,,sa
1421,tuda, u   a  ,u,a,t,d,,da
1424,tuga, u   a  ,u,a,t,g,,ga
1425,tugap, u   a  ,u,a,t,g,p,gap
1426,tugap, u   a  ,u,a,t,g,p,gap
1427,tugar, u   a  ,u,a,t,g,r,gar
1430,tuka, u   a  ,u,a,t,k,,ka
1431,tuka, u   a  ,u,a,t,k,,ka
1432,tukam, u   a  ,u,a,t,k,m,kam
1433,tukap, u   a  ,u,a,t,k,p,kap
1434,tukap, u   a  ,u,a,t,k,p,kap
1435,tukap, u   a  ,u,a,t,k,p,kap
1436,tukas, u   a  ,u,a,t,k,s,kas
1451,tuma, u   a  ,u,a,t,m,,ma
1452,tuma, u   a  ,u,a,t,m,,ma
1453,tuma, u   a  ,u,a,t,m,,ma
1454,tuma, u   a  ,u,a,t,m,,ma
1455,tumar, u   a  ,u,a,t,m,r,mar
1462,tuna, u   a  ,u,a,t,n,,na
1463,tunag, u   a  ,u,a,t,n,g,nag
1464,tunag, u   a  ,u,a,t,n,g,nag
1465,tunak, u   a  ,u,a,t,n,k,nak
1472,tura, u   a  ,u,a,t,r,,ra
1473,tura, u   a  ,u,a,t,r,,ra
1474,tura, u   a  ,u,a,t,r,,ra
1475,tura, u   a  ,u,a,t,r,,ra
1481,tuta, u   a  ,u,a,t,t,,ta
1482,tutap, u   a  ,u,a,t,t,p,tap
1507,ubap, u   a  ,u,a,,b,p,bap
1509,uda, u   a  ,u,a,,d,,da
1510,udak, u   a  ,u,a,,d,k,dak
1516,ukab, u   a  ,u,a,,k,b,kab
1523,uma, u   a  ,u,a,,m,,ma
1524,uma, u   a  ,u,a,,m,,ma
1525,umap, u   a  ,u,a,,m,p,map
1531,una, u   a  ,u,a,,n,,na
1532,una, u   a  ,u,a,,n,,na
1533,unag, u   a  ,u,a,,n,g,nag
1536,upa, u   a  ,u,a,,p,,pa
1539,ura, u   a  ,u,a,,r,,ra
1540,ura, u   a  ,u,a,,r,,ra
1541,ura, u   a  ,u,a,,r,,ra
1542,ura, u   a  ,u,a,,r,,ra
1545,usa, u   a  ,u,a,,s,,sa
1550,uta, u   a  ,u,a,,t,,ta
1551,uta, u   a  ,u,a,,t,,ta
1552,utak, u   a  ,u,a,,t,k,tak
1553,utap, u   a  ,u,a,,t,p,tap
1695,yura, u   a  ,u,a,y,r,,ra
1696,yura, u   a  ,u,a,y,r,,ra
1697,yura, u   a  ,u,a,y,r,,ra
1698,yurak, u   a  ,u,a,y,r,k,rak
1707,yuta, u   a  ,u,a,y,t,,ta
459,kume, u   e  ,u,e,k,m,,me
469,kupe, u   e  ,u,e,k,p,,pe
479,kure, u   e  ,u,e,k,r,,re
480,kure, u   e  ,u,e,k,r,,re
481,kure, u   e  ,u,e,k,r,,re
492,kuse, u   e  ,u,e,k,s,,se
493,kuse, u   e  ,u,e,k,s,,se
505,kuye, u   e  ,u,e,k,y,,ye
506,kuye, u   e  ,u,e,k,y,,ye
678,muke, u   e  ,u,e,m,k,,ke
683,mune, u   e  ,u,e,m,n,,ne
685,mure, u   e  ,u,e,m,r,,re
690,muse, u   e  ,u,e,m,s,,se
691,museb, u   e  ,u,e,m,s,b,seb
692,musep, u   e  ,u,e,m,s,p,sep
828,nure, u   e  ,u,e,n,r,,re
829,nure, u   e  ,u,e,n,r,,re
834,nute, u   e  ,u,e,n,t,,te
835,nuye, u   e  ,u,e,n,y,,ye
1001,puke, u   e  ,u,e,p,k,,ke
1005,pune, u   e  ,u,e,p,n,,ne
1009,pure, u   e  ,u,e,p,r,,re
1010,pure, u   e  ,u,e,p,r,,re
1017,puse, u   e  ,u,e,p,s,,se
1021,puye, u   e  ,u,e,p,y,,ye
1243,suge, u   e  ,u,e,s,g,,ge
1248,suke, u   e  ,u,e,s,k,,ke
1264,sute, u   e  ,u,e,s,t,,te
1265,suwe, u   e  ,u,e,s,w,,we
1266,suwe, u   e  ,u,e,s,w,,we
1267,suwe, u   e  ,u,e,s,w,,we
1268,suwe, u   e  ,u,e,s,w,,we
1428,tuge, u   e  ,u,e,t,g,,ge
1429,tuge, u   e  ,u,e,t,g,,ge
1437,tuke, u   e  ,u,e,t,k,,ke
1438,tuke, u   e  ,u,e,t,k,,ke
1456,tume, u   e  ,u,e,t,m,,me
1457,tume, u   e  ,u,e,t,m,,me
1458,tume, u   e  ,u,e,t,m,,me
1466,tune, u   e  ,u,e,t,n,,ne
1476,ture, u   e  ,u,e,t,r,,re
1483,tute, u   e  ,u,e,t,t,,te
1492,tuwe, u   e  ,u,e,t,w,,we
1508,ube, u   e  ,u,e,,b,,be
1517,uke, u   e  ,u,e,,k,,ke
1518,uke, u   e  ,u,e,,k,,ke
1519,uke, u   e  ,u,e,,k,,ke
1520,uke, u   e  ,u,e,,k,,ke
1521,ukep, u   e  ,u,e,,k,p,kep
1526,ume, u   e  ,u,e,,m,,me
1534,une, u   e  ,u,e,,n,,ne
1537,upe, u   e  ,u,e,,p,,pe
1543,ure, u   e  ,u,e,,r,,re
1546,use, u   e  ,u,e,,s,,se
1554,ute, u   e  ,u,e,,t,,te
1561,uwe, u   e  ,u,e,,w,,we
1562,uwe, u   e  ,u,e,,w,,we
1684,yuge, u   e  ,u,e,y,g,,ge
1688,yume, u   e  ,u,e,y,m,,me
1709,yuwe, u   e  ,u,e,y,w,,we
1710,yuwe, u   e  ,u,e,y,w,,we
441,kubi, u   i  ,u,i,k,b,,bi
442,kubi, u   i  ,u,i,k,b,,bi
448,kugi, u   i  ,u,i,k,g,,gi
449,kui, u   i  ,u,i,k,,,i
450,kuki, u   i  ,u,i,k,k,,ki
465,kuni, u   i  ,u,i,k,n,,ni
470,kupi, u   i  ,u,i,k,p,,pi
482,kuri, u   i  ,u,i,k,r,,ri
494,kusi, u   i  ,u,i,k,s,,si
495,kusi, u   i  ,u,i,k,s,,si
496,kusi, u   i  ,u,i,k,s,,si
497,kusi, u   i  ,u,i,k,s,,si
501,kuti, u   i  ,u,i,k,t,,ti
502,kuti, u   i  ,u,i,k,t,,ti
507,kuzi, u   i  ,u,i,k,z,,zi
675,mugi, u   i  ,u,i,m,g,,gi
686,muri, u   i  ,u,i,m,r,,ri
693,musi, u   i  ,u,i,m,s,,si
694,musi, u   i  ,u,i,m,s,,si
822,nuki, u   i  ,u,i,n,k,,ki
832,nusi, u   i  ,u,i,n,s,,si
999,pudi, u   i  ,u,i,p,d,,di
1002,puki, u   i  ,u,i,p,k,,ki
1011,puri, u   i  ,u,i,p,r,,ri
1019,puti, u   i  ,u,i,p,t,,ti
1023,puzi, u   i  ,u,i,p,z,,zi
1249,suki, u   i  ,u,i,s,k,,ki
1253,sumi, u   i  ,u,i,s,m,,mi
1254,sumi, u   i  ,u,i,s,m,,mi
1439,tuki, u   i  ,u,i,t,k,,ki
1459,tumi, u   i  ,u,i,t,m,,mi
1460,tumi, u   i  ,u,i,t,m,,mi
1471,tupi, u   i  ,u,i,t,p,,pi
1477,turi, u   i  ,u,i,t,r,,ri
1480,tusi, u   i  ,u,i,t,s,,si
1484,tuti, u   i  ,u,i,t,t,,ti
1485,tuti, u   i  ,u,i,t,t,,ti
1511,udi, u   i  ,u,i,,d,,di
1512,udi, u   i  ,u,i,,d,,di
1527,umi, u   i  ,u,i,,m,,mi
1528,umi, u   i  ,u,i,,m,,mi
1529,umi, u   i  ,u,i,,m,,mi
1544,uri, u   i  ,u,i,,r,,ri
1547,usi, u   i  ,u,i,,s,,si
1555,uti, u   i  ,u,i,,t,,ti
1556,uti, u   i  ,u,i,,t,,ti
1557,uti, u   i  ,u,i,,t,,ti
1558,uti, u   i  ,u,i,,t,,ti
1685,yuki, u   i  ,u,i,y,k,,ki
1686,yuki, u   i  ,u,i,y,k,,ki
1687,yuki, u   i  ,u,i,y,k,,ki
1689,yumi, u   i  ,u,i,y,m,,mi
1691,yupi, u   i  ,u,i,y,p,,pi
1699,yuri, u   i  ,u,i,y,r,,ri
1700,yuri, u   i  ,u,i,y,r,,ri
1701,yuri, u   i  ,u,i,y,r,,ri
460,kumo, u   o  ,u,o,k,m,,mo
461,kumo, u   o  ,u,o,k,m,,mo
462,kumor, u   o  ,u,o,k,m,r,mor
483,kuro, u   o  ,u,o,k,r,,ro
1007,pupo, u   o  ,u,o,p,p,,po
1420,tubo, u   o  ,u,o,t,b,,bo
1461,tumor, u   o  ,u,o,t,m,r,mor
1493,tuwo, u   o  ,u,o,t,w,,wo
1530,umo, u   o  ,u,o,,m,,mo
1535,uno, u   o  ,u,o,,n,,no
1563,uwo, u   o  ,u,o,,w,,wo
1690,yunop, u   o  ,u,o,y,n,p,nop
443,kubu, u   u  ,u,u,k,b,,bu
451,kuku, u   u  ,u,u,k,k,,ku
452,kukum, u   u  ,u,u,k,k,m,kum
453,kukur, u   u  ,u,u,k,k,r,kur
454,kukur, u   u  ,u,u,k,k,r,kur
455,kukur, u   u  ,u,u,k,k,r,kur
463,kumu, u   u  ,u,u,k,m,,mu
484,kuru, u   u  ,u,u,k,r,,ru
485,kuru, u   u  ,u,u,k,r,,ru
486,kurup, u   u  ,u,u,k,r,p,rup
503,kutu, u   u  ,u,u,k,t,,tu
504,kuu, u   u  ,u,u,k,,,u
508,kuzu, u   u  ,u,u,k,z,,zu
509,kuzu, u   u  ,u,u,k,z,,zu
695,musub, u   u  ,u,u,m,s,b,sub
696,musub, u   u  ,u,u,m,s,b,sub
698,mutu, u   u  ,u,u,m,t,,tu
699,muyu, u   u  ,u,u,m,y,,yu
830,nuru, u   u  ,u,u,n,r,,ru
833,nusum, u   u  ,u,u,n,s,m,sum
1008,pupum, u   u  ,u,u,p,p,m,pum
1012,puru, u   u  ,u,u,p,r,,ru
1013,puru, u   u  ,u,u,p,r,,ru
1014,purus, u   u  ,u,u,p,r,s,rus
1022,puyu, u   u  ,u,u,p,y,,yu
1244,sugur, u   u  ,u,u,s,g,r,gur
1245,sugus, u   u  ,u,u,s,g,s,gus
1250,sukup, u   u  ,u,u,s,k,p,kup
1259,susu, u   u  ,u,u,s,s,,su
1260,susug, u   u  ,u,u,s,s,g,sug
1261,susuk, u   u  ,u,u,s,s,k,suk
1262,susum, u   u  ,u,u,s,s,m,sum
1269,suzu, u   u  ,u,u,s,z,,zu
1422,tudu, u   u  ,u,u,t,d,,du
1440,tuku, u   u  ,u,u,t,k,,ku
1441,tuku, u   u  ,u,u,t,k,,ku
1442,tukup, u   u  ,u,u,t,k,p,kup
1443,tukur, u   u  ,u,u,t,k,r,kur
1444,tukus, u   u  ,u,u,t,k,s,kus
1478,turu, u   u  ,u,u,t,r,,ru
1479,turu, u   u  ,u,u,t,r,,ru
1486,tutuk, u   u  ,u,u,t,t,k,tuk
1487,tutuk, u   u  ,u,u,t,t,k,tuk
1488,tutum, u   u  ,u,u,t,t,m,tum
1489,tutum, u   u  ,u,u,t,t,m,tum
1494,tuyu, u   u  ,u,u,t,y,,yu
1513,udu, u   u  ,u,u,,d,,du
1514,udu, u   u  ,u,u,,d,,du
1548,usu, u   u  ,u,u,,s,,su
1549,usu, u   u  ,u,u,,s,,su
1559,utur, u   u  ,u,u,,t,r,tur
1560,utus, u   u  ,u,u,,t,s,tus
1564,uzu, u   u  ,u,u,,z,,zu
1683,yudur, u   u  ,u,u,y,d,r,dur
1692,yupu, u   u  ,u,u,y,p,,pu
1693,yupu, u   u  ,u,u,y,p,,pu
1694,yupu, u   u  ,u,u,y,p,,pu
1702,yuru, u   u  ,u,u,y,r,,ru
1703,yurup, u   u  ,u,u,y,r,p,rup
1704,yurus, u   u  ,u,u,y,r,s,rus
1705,yusup, u   u  ,u,u,y,s,p,sup
1706,yusur, u   u  ,u,u,y,s,r,sur
1708,yutur, u   u  ,u,u,y,t,r,tur
456,kukwi, u   wi  ,u,wi,k,k,,kwi
1246,sugwi, u   wi  ,u,wi,s,g,,gwi
1445,tukwi, u   wi  ,u,wi,t,k,,kwi
1446,tukwi, u   wi  ,u,wi,t,k,,kwi
1447,tukwi, u   wi  ,u,wi,t,k,,kwi
1448,tukwi, u   wi  ,u,wi,t,k,,kwi
1449,tukwi, u   wi  ,u,wi,t,k,,kwi
1450,tukwi, u   wi  ,u,wi,t,k,,kwi
464,kumwo, u   wo  ,u,wo,k,m,,mwo
487,kurwo, u   wo  ,u,wo,k,r,,rwo
488,kurwo, u   wo  ,u,wo,k,r,,rwo
498,kuswo, u   wo  ,u,wo,k,s,,swo
679,mukwo, u   wo  ,u,wo,m,k,,kwo
687,murwo, u   wo  ,u,wo,m,r,,rwo
688,murwo, u   wo  ,u,wo,m,r,,rwo
689,murwo, u   wo  ,u,wo,m,r,,rwo
825,nunwo, u   wo  ,u,wo,n,n,,nwo
1020,putwo, u   wo  ,u,wo,p,t,,two
1247,sugwos, u   wo  ,u,wo,s,g,s,gwos
1263,suswo, u   wo  ,u,wo,s,s,,swo
1423,tudwop, u   wo  ,u,wo,t,d,p,dwop
1467,tunwo, u   wo  ,u,wo,t,n,,nwo
1468,tunwo, u   wo  ,u,wo,t,n,,nwo
1469,tunwo, u   wo  ,u,wo,t,n,,nwo
1470,tunwo, u   wo  ,u,wo,t,n,,nwo
1490,tutwo, u   wo  ,u,wo,t,t,,two
1491,tutwo, u   wo  ,u,wo,t,t,,two
1515,ugwok, u   wo  ,u,wo,,g,k,gwok
1522,ukwo, u   wo  ,u,wo,,k,,kwo
471,kupye, u   ye  ,u,ye,k,p,,pye
1240,subye, u   ye  ,u,ye,s,b,,bye
1255,sumye, u   ye  ,u,ye,s,m,,mye
1538,upye, u   ye  ,u,ye,,p,,pye
135,gwirap, wi   a  ,wi,a,g,r,p,rap
512,kwirap, wi   a  ,wi,a,k,r,p,rap
513,kwiras, wi   a  ,wi,a,k,r,s,ras
700,mwina, wi   a  ,wi,a,m,n,,na
1024,pwida, wi   a  ,wi,a,p,d,,da
1026,pwiwe, wi   e  ,wi,e,p,w,,we
511,kwidi, wi   i  ,wi,i,k,d,,di
514,kwiri, wi   i  ,wi,i,k,r,,ri
515,kwisi, wi   i  ,wi,i,k,s,,si
1025,pwimo, wi   o  ,wi,o,p,m,,mo
516,kwoba, wo   a  ,wo,a,k,b,,ba
518,kwoma, wo   a  ,wo,a,k,m,,ma
519,kwona, wo   a  ,wo,a,k,n,,na
1270,swobap, wo   a  ,wo,a,s,b,p,bap
1272,swoga, wo   a  ,wo,a,s,g,,ga
1274,swoma, wo   a  ,wo,a,s,m,,ma
1275,swonap, wo   a  ,wo,a,s,n,p,nap
1278,swora, wo   a  ,wo,a,s,r,,ra
1495,twoga, wo   a  ,wo,a,t,g,,ga
1501,twora, wo   a  ,wo,a,t,r,,ra
1502,twora, wo   a  ,wo,a,t,r,,ra
1504,twosa, wo   a  ,wo,a,t,s,,sa
1711,ywobap, wo   a  ,wo,a,y,b,p,bap
1712,ywodat, wo   a  ,wo,a,y,d,t,dat
1715,ywora, wo   a  ,wo,a,y,r,,ra
1719,ywowa, wo   a  ,wo,a,y,w,,wa
528,kwoye, wo   e  ,wo,e,k,y,,ye
529,kwoye, wo   e  ,wo,e,k,y,,ye
704,mwoye, wo   e  ,wo,e,m,y,,ye
1271,swode, wo   e  ,wo,e,s,d,,de
1276,swope, wo   e  ,wo,e,s,p,,pe
1279,swote, wo   e  ,wo,e,s,t,,te
1496,twoke, wo   e  ,wo,e,t,k,,ke
1498,twone, wo   e  ,wo,e,t,n,,ne
121,dwoti, wo   i  ,wo,i,d,t,,ti
136,gwosi, wo   i  ,wo,i,g,s,,si
520,kwopi, wo   i  ,wo,i,k,p,,pi
521,kwopi, wo   i  ,wo,i,k,p,,pi
525,kwosi, wo   i  ,wo,i,k,s,,si
526,kwosi, wo   i  ,wo,i,k,s,,si
838,nwozi, wo   i  ,wo,i,n,z,,zi
1273,swogi, wo   i  ,wo,i,s,g,,gi
1277,swopi, wo   i  ,wo,i,s,p,,pi
1497,twomi, wo   i  ,wo,i,t,m,,mi
1499,twoni, wo   i  ,wo,i,t,n,,ni
1500,twopi, wo   i  ,wo,i,t,p,,pi
1506,twozi, wo   i  ,wo,i,t,z,,zi
1713,ywomi, wo   i  ,wo,i,y,m,,mi
1714,ywopi, wo   i  ,wo,i,y,p,,pi
1716,ywori, wo   i  ,wo,i,y,r,,ri
527,kwoso, wo   o  ,wo,o,k,s,,so
1503,tworo, wo   o  ,wo,o,t,r,,ro
1717,yworo, wo   o  ,wo,o,y,r,,ro
522,kwopu, wo   u  ,wo,u,k,p,,pu
1505,twotu, wo   u  ,wo,u,t,t,,tu
1718,yworu, wo   u  ,wo,u,y,r,,ru
517,kwobwi, wo   wi  ,wo,wi,k,b,,bwi
523,kwopwi, wo   wi  ,wo,wi,k,p,,pwi
524,kwopwi, wo   wi  ,wo,wi,k,p,,pwi
701,mwokwo, wo   wo  ,wo,wo,m,k,,kwo
702,mwomwo, wo   wo  ,wo,wo,m,m,,mwo
703,mwomwo, wo   wo  ,wo,wo,m,m,,mwo
1605,wodwo, wo   wo  ,wo,wo,,d,,dwo
1614,wonwo, wo   wo  ,wo,wo,,n,,nwo
1615,wonwo, wo   wo  ,wo,wo,,n,,nwo
836,nwobye, wo   ye  ,wo,ye,n,b,,bye
837,nwopye, wo   ye  ,wo,ye,n,p,,pye
533,kyesa, ye   a  ,ye,a,k,s,,sa
536,kyeya, ye   a  ,ye,a,k,y,,ya
1027,pyedas, ye   a  ,ye,a,p,d,s,das
1028,pyedat, ye   a  ,ye,a,p,d,t,dat
1029,pyenar, ye   a  ,ye,a,p,n,r,nar
1030,pyeta, ye   a  ,ye,a,p,t,,ta
530,kyeni, ye   i  ,ye,i,k,n,,ni
534,kyesi, ye   i  ,ye,i,k,s,,si
705,myepi, ye   i  ,ye,i,m,p,,pi
532,kyepu, ye   u  ,ye,u,k,p,,pu
535,kyetu, ye   u  ,ye,u,k,t,,tu
531,kyenwo, ye   wo  ,ye,wo,k,n,,nwo
